"","fips","SCC","Pollutant","Emissions","type","year"
"11018151","41039","2810090000","PM25-PRI",11507.87,"NONPOINT",2005
"16803591","85003","2280003200","PM25-PRI",11788.1,"NONPOINT",2008
"10714523","41019","2810090000","PM25-PRI",11827.38,"NONPOINT",2005
"10533881","16085","2810090000","PM25-PRI",12576.53,"NONPOINT",2005
"10540677","48245","2810090000","PM25-PRI",12880.7,"NONPOINT",2005
"10642543","22023","2810090000","PM25-PRI",13421.07,"NONPOINT",2005
"1660000","16073","2810001000","PM25-PRI",13899.266,"NONPOINT",1999
"3103361","39081","10100202","PM25-PRI",14274.481,"POINT",1999
"11082852","22007","2810090000","PM25-PRI",14298.48,"NONPOINT",2005
"10932637","16059","2810090000","PM25-PRI",14351.12,"NONPOINT",2005
"10598678","12015","2810090000","PM25-PRI",15225.44,"NONPOINT",2005
"10704330","41011","2810090000","PM25-PRI",16373.61,"NONPOINT",2005
"4715642","08067","2810001000","PM25-PRI",16934.73,"NONPOINT",2002
"4684531","02240","2810001000","PM25-PRI",17001.79,"NONPOINT",2002
"16631141","85004","2280003200","PM25-PRI",20799.7,"NONPOINT",2008
"5075470","41019","2810001000","PM25-PRI",24287.35,"NONPOINT",2002
"4709484","06107","2810001000","PM25-PRI",27585.05,"NONPOINT",2002
"4716823","08093","2810001000","PM25-PRI",29487.5,"NONPOINT",2002
"10767508","16037","2810001000","PM25-PRI",34515.36,"NONPOINT",2005
"10974099","16049","2810090000","PM25-PRI",58896.1,"NONPOINT",2005
"1609175","02290","2810001000","PM25-PRI",66696.32,"NONPOINT",1999
"4687187","04017","2810001000","PM25-PRI",77387.86,"NONPOINT",2002
"5077020","41033","2810001000","PM25-PRI",112619.81,"NONPOINT",2002
"4685317","02290","2810001000","PM25-PRI",646951.97,"NONPOINT",2002
